id,pubyear,titles,author,affiliated,wos_total,journal,issns,eissns
WOS:000209982200009,2014,The role of the renin-angiotensin-aldosterone system in the pathobiology of pulmonary arterial hypertension (2013 Grover Conference series),"Leopold, Jane A.|Maron, Bradley A.",Vet Affairs Boston Healthcare Syst|Brigham & Womens Hosp,24,PULMONARY CIRCULATION,2045-8932,2045-8940
WOS:000209982200016,2014,"Pleiotropic effects of interleukin-6 in a ""two-hit"" murine model of acute respiratory distress syndrome","Kempf, Carrie|Saadat, Laleh|Garcia, Joe G. N.|Wang, Ting|Letsiou, Eleftheria|Fortman, Jeffrey D.|Moreno-Vinasco, Liliana|Rizzo, Alicia N.|Goldman, Julia L.|Sammani, Saad",Univ Arizona|Univ Illinois|Univ Illinois|Univ Illinois,19,PULMONARY CIRCULATION,2045-8932,2045-8940
WOS:000209982300011,2014,Imatinib in pulmonary arterial hypertension: c-Kit inhibition,"Frantz, Robert|Hassoun, Paul|Benza, Raymond|Rahaghi, Franck|Dweik, Raed|Farha, Samar|Torres, Fernando|Quinn, Deborah A.|Comhair, Suzy|Erzurum, Serpil|Asosingh, Kewal",Novartis Pharmaceut|Univ Texas Southwestern Med Ctr Dallas|Mayo Clin|Johns Hopkins Univ|Allegheny Gen Hosp|Cleveland Clin Florida|Cleveland Clin|Cleveland Clin,9,PULMONARY CIRCULATION,2045-8932,2045-8940
WOS:000209982400004,2014,Vascular stiffening in pulmonary hypertension: cause or consequence? (2013 Grover Conference series),"Stenmark, Kurt R.|Tan, Wei|Park, Daewon|Madhavan, Krishna|Hunter, Kendall S.",Univ Colorado Denver|Univ Colorado|Univ Colorado Denver|Univ Colorado Denver,15,PULMONARY CIRCULATION,2045-8932,2045-8940
WOS:000210045800013,2015,Under pressure: pulmonary hypertension associated with left heart disease,"Gibbs, Simon|Farber, Harrison W.",Imperial Coll London & Hammersmith Hosp|Boston Univ,6,EUROPEAN RESPIRATORY REVIEW,0905-9180,1600-0617
WOS:000213202100011,2011,"Endothelium-derived hyperpolarizing factor in the brain: influence of sex, vessel size and disease state","Alkayed, Nabil J.|Davis, Catherine M.|Siler, Dominic A.",Oregon Hlth & Sci Univ,4,WOMENS HEALTH,1745-5057,1745-5065
WOS:000214688300040,2012,The Myocardial Unfolded Protein Response during Ischemic Cardiovascular Disease,"Thorp, Edward B.",Northwestern Univ|Northwestern Univ,5,BIOCHEMISTRY RESEARCH INTERNATIONAL,2090-2247,2090-2255
WOS:000214790600053,2013,Strategies Aimed at Nox4 Oxidase Inhibition Employing Peptides from Nox4 B-Loop and C-Terminus and p22(phox) N-Terminus: An Elusive Target,"Pagano, Patrick J.|Csanyi, Gabor",Univ Pittsburgh|Univ Pittsburgh,3,INTERNATIONAL JOURNAL OF HYPERTENSION,2090-0384,2090-0392
WOS:000215252900008,2011,Animal Models of Calcific Aortic Valve Disease,"Blaser, Mark C.|Simmons, Craig A.|Sider, Krista L.",Univ Toronto|Univ Toronto|Univ Toronto,3,INTERNATIONAL JOURNAL OF INFLAMMATION,2090-8040,2042-0099
WOS:000215255700008,2012,Anti-Inflammatory Effects of Interleukin-19 in Vascular Disease,"England, Ross N.|Autieri, Michael V.",Temple Univ,10,INTERNATIONAL JOURNAL OF INFLAMMATION,2090-8040,2042-0099
WOS:000215255700053,2012,Cardiovascular Inflammation,"Aikawa, Elena|Chester, Adrian|Manabe, Ichiro|Aikawa, Masanori",Imperial Coll London|Univ Thkyo|Harvard Med Sch,0,INTERNATIONAL JOURNAL OF INFLAMMATION,2090-8040,2042-0099
WOS:000215256800030,2013,"Cardiovascular Inflammation 2012: Reactive Oxygen Species, SUMOylation, and Biomarkers in Cardiovascular Inflammation","Abe, Jun-Ichi|Aikawa, Masanori|Aikawa, Elena|Manabe, Ichiro",Brigham & Womens Hosp|Univ Tokyo|Univ Rochester,4,INTERNATIONAL JOURNAL OF INFLAMMATION,2090-8040,2042-0099
WOS:000215437100029,2012,Hyperglycemia and Endothelial Dysfunction in Atherosclerosis: Lessons from Type 1 Diabetes,"Funk, Steven Daniel|Yurdagul, Arif, Jr.|Orr, A. Wayne",LSU Hlth Sci Ctr|LSU Hlth Sci Ctr,3,INTERNATIONAL JOURNAL OF VASCULAR MEDICINE,2090-2824,2090-2832
WOS:000215676700003,2012,Epigenetic modifications and diabetic nephropathy,"Reddy, Marpadga A.|Park, Jung Tak|Natarajan, Rama",Beckman Res Inst City Hope,0,KIDNEY RESEARCH AND CLINICAL PRACTICE,2211-9132,2211-9140
WOS:000215687000016,2012,The Role of FoxC2 Transcription Factor in Tumor Angiogenesis,"Kume, Tsutomu",Northwestern Univ,2,JOURNAL OF ONCOLOGY,1687-8450,1687-8469
WOS:000215687000123,2012,Lack of Efficacy of Combined Antiangiogenic Therapies in Xenografted Human Melanoma,"Shahrzad, Siranoush|Minhas, Kanwal|Coomber, Brenda L.|Castagna, Clorinda|Adamcic, Una",Univ Guelph,0,JOURNAL OF ONCOLOGY,1687-8450,1687-8469
WOS:000216606000008,2011,2011 Vascular Research Initiatives Conference: basic foundations of translational research in vascular disease,"Dardik, Alan|Ziegler, Kenneth R.",VA Connecticut Healthcare Syst|Yale Univ|Yale Univ,0,EXPERT REVIEW OF CARDIOVASCULAR THERAPY,1477-9072,1744-8344
WOS:000216627000017,2012,Therapeutic strategies to combat neointimal hyperplasia in vascular grafts,"Collins, Michael J.|Muto, Akihito|Jadlowiec, Caroline C.|Shu, Chang|Dardik, Alan|Protack, Clinton D.|Yang, Chenzi|Lv, Wei|Xin, Li",VA Connecticut Healthcare Syst|Mie Univ|Shandong Prov Hosp|Xiangya Second Hosp Cent South Univ|Yale Univ|Yale Univ,14,EXPERT REVIEW OF CARDIOVASCULAR THERAPY,1477-9072,1744-8344
WOS:000216629000017,2012,Biomaterial applications in cardiovascular tissue repair and regeneration,"Wu, Joseph C.|Lam, Mai T.",Stanford Univ|Stanford Univ|Stanford Univ,30,EXPERT REVIEW OF CARDIOVASCULAR THERAPY,1477-9072,1744-8344
WOS:000216638100010,2013,First long-term evidence supporting endovascular repair of abdominal aortic aneurysms,"Dardik, Alan|Muhs, Bart E.|Indes, Jeffrey E.",VA Connecticut Healthcare Syst|Yale Univ Sch Med,1,EXPERT REVIEW OF CARDIOVASCULAR THERAPY,1477-9072,1744-8344
WOS:000216886500005,2014,Chemically-and mechanically-tunable porated polyethylene glycol gels for leukocyte integrin independent and dependent chemotaxis,"Gonzalez, Anjelica L.|Walker, Bryan J.|Lauridsen, Holly M.",Yale Univ,1,TECHNOLOGY,2339-5478,2345-7740
WOS:000217485600001,2015,Histopathology of vascular response to drug-eluting stents: an insight from human autopsy into daily practice,"Virmani, Renu|Nakano, Masataka",CVPath Inst Inc,2,CARDIOVASCULAR INTERVENTION AND THERAPEUTICS,1868-4300,1868-4297
WOS:000218084600008,2005,Monocyte retention in the pathology of atherosclerosis,"Natarajan, Rama|Cai, Qiangjun",Beckman Res Inst City Hope,7,FUTURE CARDIOLOGY,1479-6678,1744-8298
WOS:000218403600002,2008,Prevention strategies for hypertension: who should be targeted?,"Lieb, Wolfgang|Vasan, Ramachandran S.",Framingham Heart Dis Epidemiol Study,0,FUTURE CARDIOLOGY,1479-6678,1744-8298
WOS:000218549300008,2015,Imatinib may be ABL to improve anti-angiogenic therapy,"Raimondi, Claudio|Fantin, Alessandro|Ruhrberg, Christiana",UCL,0,MOLECULAR & CELLULAR ONCOLOGY,2372-3556,2372-3548
WOS:000218559500031,2015,Stromal TGF beta R2 signaling: a gateway to progression for pancreatic cancer,"Hagopian, Moriah M.|Brekken, Rolf A.",Univ Texas Southwestern Med Ctr Dallas|Univ Texas Southwestern Med Ctr Dallas,1,MOLECULAR & CELLULAR ONCOLOGY,2372-3556,2372-3548
WOS:000218561900011,2011,Pathology of calcific aortic stenosis,"Carter-Monroe, Naima|Virmani, Renu|Nakano, Elena Ladich Masataka",CVPath Inst Inc,0,FUTURE CARDIOLOGY,1479-6678,1744-8298
WOS:000218608000001,2013,Human myocardial grafts: do they meet all the criteria for true heart regeneration?,"Murry, Charles E.|Futakuchi-Tsuchida, Akiko",Univ Washington|Univ Washington|Univ Washington,1,FUTURE CARDIOLOGY,1479-6678,1744-8298
WOS:000218613400001,2013,Maturation of stem cell-derived human heart tissue by mimicking fetal heart rate,"Radisic, Milica|Miklas, Jason W.|Nunes, Sara S.",Univ Toronto|Heart & Stroke Richard Lewar Ctr Excellence|Univ Toronto|Univ Hlth Network,4,FUTURE CARDIOLOGY,1479-6678,1744-8298
WOS:000218839800002,2012,Preface,"LeMaire, Scott A.|Coselli, Joseph S.",St Lukes Episcopal Hosp|Baylor Coll Med,0,ANNALS OF CARDIOTHORACIC SURGERY,2225-319X,2304-1021
WOS:000218839800005,2012,Results of open thoracoabdominal aortic aneurysm repair,"LeMaire, Scott A.|Coselli, Joseph S.|Zarda, Samantha|Price, Matt D.|Green, Susan Y.",St Lukes Episcopal Hosp|Baylor Coll Med,61,ANNALS OF CARDIOTHORACIC SURGERY,2225-319X,2304-1021
WOS:000218839800019,2012,Thoracoabdominal aortic aneurysm repair with a branched graft,"Weldon, Scott A.|de la Cruz, Kim I.|LeMaire, Scott A.|Coselli, Joseph S.",St Lukes Episcopal Hosp|Baylor Coll Med,14,ANNALS OF CARDIOTHORACIC SURGERY,2225-319X,2304-1021
WOS:000218839800020,2012,Extent II repair of thoracoabdominal aortic aneurysm secondary to chronic dissection,"LeMaire, Scott A.|Weldon, Scott A.|Coselli, Joseph S.",St Lukes Episcopal Hosp|Baylor Coll Med,11,ANNALS OF CARDIOTHORACIC SURGERY,2225-319X,2304-1021
WOS:000218864600012,2013,Total aortic arch replacement: current approach using the trifurcated graft technique,"LeMaire, Scott A.|Coselli, Joseph S.|Weldon, Scott A.",St Lukes Episcopal Hosp|Baylor Coll Med,4,ANNALS OF CARDIOTHORACIC SURGERY,2225-319X,2304-1021
WOS:000218875700020,2013,Why is the mammary artery so special and what protects it from atherosclerosis?,"Otsuka, Fumiyuki|Virmani, Renu|Sakakura, Kenichi|Yahagi, Kazuyuki",CVPath Inst Inc,41,ANNALS OF CARDIOTHORACIC SURGERY,2225-319X,2304-1021
WOS:000219089700002,2010,IRF6 Screening of Syndromic and a priori Non-Syndromic Cleft Lip and Palate Patients: Identification of a New Type of Minor VWS Sign,"Pierquin, G.|Verellen-Dumoulin, C.|Francois, G.|Lees, M.|Vikkula, M.|Bayet, B.|Vanwijck, R.|Gillerot, Y.|Vincent-Delorme, C.|Holder-Espinasse, M.|Odent, S.|Manouvrier, S.|Verheij, J.|Connell, F.|Vermeer, S.|Vilain, C.|Sanchez, A.|Desmyter, L.|Boute, O.|Ghassibe, M.|Revencu, N.|McEntagart, M.|Makrythanasis, P.|Gozu, A.|Goldenberg, A.|Genevieve, D.|Dieux-Coeslier, A.|Bouma, M.|Mortier, G.|Drouin-Garraud, V.|Addor, M. -C.|Van Maldergem, L.|Mathieu, M.|Devriendt, K.|Claes, K.|Benateau, H.|Moncla, A.|Sznajer, Y.",Ctr Hosp Arras|Hop Sud|RUNMC|ULB Hop Erasme|Hosp Clin Barcelona|SW Thames Reg Genet Serv|Hop Univ Geneve|Vakif Gureba Res & Training Hosp|Hop Necker Enfants Malad|Lens|Univ Med Ctr Groningen|UZ Antwerpen|Hop Charles Nicolle|CHU Vaudois|Univ Liege|Hop Nord Amiens|Katholieke Univ Leuven|UZ Gent|CHU Caen|Hop TIMONE Enfants|Hop Univ Enfants Reine Fabiola|Clin Univ St Luc|Inst Child Hlth|Great Ormond St Hosp Sick Children|Hop Jeann de Flandre|Catholic Univ Louvain|Catholic Univ Louvain,14,MOLECULAR SYNDROMOLOGY,1661-8769,1661-8777
WOS:000219119200001,2013,Genotypes and Phenotypes of 162 Families with a Glomulin Mutation,"Brouillard, P.|Holden, S.|Boon, L. M.|McKeown, C.|Lynch, S. A.|Syed, S.|Vabres, P.|Labreze, C.|Kangesu, L.|Wassef, M.|Mulliken, J. B.|Vikkula, M.|Revencu, N.|Berg, J.|Dompmartin, A.|Quere, I.|Dubois, J.|Garzon, M.|Meskauskas, R.",Vilnius Univ Hosp|Natl Ctr Med Genet|Birmingham Womens Hosp|Great Ormond St Hosp Sick Children|Essex & Great Ormond St Hosp|Guys & St Thomas Hosp|Harvard Med Sch|Columbia Univ|Hop Ste Justine|Hop Lariboisiere|CHU Dijon|Hop St Elois|Hop Pellegrin Enfants|CHU Caen|Univ Dundee|Catholic Univ Louvain|Catholic Univ Louvain|Catholic Univ Louvain,7,MOLECULAR SYNDROMOLOGY,1661-8769,1661-8777
WOS:000219119200003,2013,Germline Mutations in RASA1 Are Not Found in Patients with Klippel-Trenaunay Syndrome or Capillary Malformation with Limb Overgrowth,"Dubois, J.|Russell, L.|Simola, K. O. J.|Boon, L. M.|Revencu, N.|Mulliken, J. B.|Vikkula, M.|Busch, W. L.|Rieu, P.|Dompmartin, A.|Lahde, J.|Forzano, F.|van Hagen, J. M.|Halbach, S.|Kuechler, A.|Lachmeijer, A. M. A.",Univ Klinikum Essen|Galliera Hosp|Tampere Univ Hosp|McGill Univ|Sainte Justine Mother Child Univ Hosp|Harvard Med Sch|Univ Chicago|Northwest Perinatal Ctr|Vrije Univ Amsterdam|Univ Nijmegen|Univ Caen Basse Normandie|Catholic Univ Louvain|Catholic Univ Louvain|Catholic Univ Louvain,11,MOLECULAR SYNDROMOLOGY,1661-8769,1661-8777
WOS:000219119200004,2013,Variable Somatic TIE2 Mutations in Half of Sporadic Venous Malformations,"Soblet, J.|Limaye, N.|Uebelhoer, M.|Boon, L. M.|Vikkula, M.",Catholic Univ Louvain|Catholic Univ Louvain,21,MOLECULAR SYNDROMOLOGY,1661-8769,1661-8777
WOS:000219121300002,2013,Mutations in the VEGFR3 Signaling Pathway Explain 36% of Familial Lymphedema,"Quere, I.|Brouillard, P.|Mendola, A.|Boon, L. M.|Schloegel, M. J.|Ghalamkarpour, A.|Irrthum, A.|Nguyen, H. L.|Fastre, E.|Bygum, A.|Mulliken, J. B.|van der Vleuten, C.|Fagerberg, C.|Vikkula, M.|Baselga, E.",Harvard Med Sch|Montpellier Univ Hosp|Univ Autonoma Barcelona|Radboud Univ Nijmegen|Odense Univ Hosp|Odense Univ Hosp|Odense Univ Hosp|Breast Int Grp|Catholic Univ Louvain|Catholic Univ Louvain|Catholic Univ Louvain|Catholic Univ Louvain,19,MOLECULAR SYNDROMOLOGY,1661-8769,1661-8777
WOS:000219128300002,2014,Common Somatic Alterations Identified in Maffucci Syndrome by Molecular Karyotyping,"Dompmartin, Anne|Amyere, Mustapha|Vikkula, Miikka|Enjolras, Odile|Kaitila, Ilkka|Boon, Laurence Myriam|Mulliken, John Butler|Godfraind, Catherine|Docquier, Pierre-Louis|Wouters, Vinciane",Harvard Med Sch|Childrens Hosp|Univ Helsinki|Hop Lariboisiere|Univ Caen Basse Normandie|Catholic Univ Louvain|Clin Univ St Luc|Clin Univ St Luc|Clin Univ St Luc|Catholic Univ Louvain,3,MOLECULAR SYNDROMOLOGY,1661-8769,1661-8777
WOS:000219149500002,2013,Cell Therapy for Diabetic Neuropathy Using Adult Stem or Progenitor Cells,"Yoon, Young-sup|Han, Ji Woong|Sin, Min Young",Emory Univ,8,DIABETES & METABOLISM JOURNAL,2233-6079,2233-6087
WOS:000219690200014,2009,Soluble epoxide hydrolase inhibition: targeting multiple mechanisms of ischemic brain injury with a single agent,"Iliff, Jeffrey J.|Alkayed, Nabil J.",Oregon Hlth & Sci Univ|Oregon Hlth & Sci Univ,30,FUTURE NEUROLOGY,1479-6708,1748-6971
WOS:000219758100001,2009,Current Use of Imaging in Cardiac Stem Cell Clinical Trials,"Brinton, Todd J.|Wu, Joseph C.",Stanford Univ|Stanford Univ,0,CURRENT CARDIOVASCULAR IMAGING REPORTS,1941-9066,1941-9074
WOS:000219758100006,2009,Imaging of Vascular Biology in the Heart,"Sadeghi, Mehran M.|Tavakoli, Sina",VAMC,2,CURRENT CARDIOVASCULAR IMAGING REPORTS,1941-9066,1941-9074
WOS:000219758100007,2009,Comparison of Adult Versus Embryonic Stem Cell Therapy for Cardiovascular Disease: Insights from Molecular Imaging Studies,"Lee, Andrew S.|Wu, Joseph C.",Stanford Univ,1,CURRENT CARDIOVASCULAR IMAGING REPORTS,1941-9066,1941-9074
WOS:000219765200003,2010,Optical Molecular Imaging of Inflammation and Calcification in Atherosclerosis,"Aikawa, Elena",Harvard Med Sch,2,CURRENT CARDIOVASCULAR IMAGING REPORTS,1941-9066,1941-9074
WOS:000219788400006,2012,Molecular Imaging of Macrophages in Atherosclerosis,"Miyazaki, Tetsuro|Aikawa, Masanori|Aikawa, Elena|Fukuda, Daiju|New, Sophie E. P.",Harvard Med Sch|Harvard Med Sch,0,CURRENT CARDIOVASCULAR IMAGING REPORTS,1941-9066,1941-9074
WOS:000219792900007,2012,How Do OCT and IVUS Compare to Histology in Coronary Atherosclerosis and Stenting?,"Virmani, Renu|Otsuka, Fumiyuki|Nakano, Masataka|Kolodgie, Frank D.",CVPath Inst Inc,1,CURRENT CARDIOVASCULAR IMAGING REPORTS,1941-9066,1941-9074
WOS:000219910300007,2010,Aspirin for the Primary Prevention of Cardiovascular Disease in Women,"Campbell, Charles L.|Smyth, Susan S.|Bailey, Alison L.",Univ Kentucky|Univ Kentucky|Univ Kentucky,0,CURRENT CARDIOVASCULAR RISK REPORTS,1932-9520,1932-9563
WOS:000220122400002,2004,Role of lymphangiogenic factors in tumor metastasis,"Alitalo, K|He, YL|Karpanen, T",Univ Helsinki|Univ Helsinki|Univ Helsinki,131,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,0304-419X,0006-3002
WOS:000220410900032,2004,Disturbed homeostasis of lung intercellular adhesion molecule-1 and vascular cell adhesion molecule-1 during sepsis,"Laudes, IJ|Guo, RF|Riedemann, NC|Speyer, C|Ward, PA|Sarma, JV|Craig, R",Univ Michigan,35,AMERICAN JOURNAL OF PATHOLOGY,0002-9440,1525-2191
WOS:000220463500001,2004,Adventitial ex vivo gene transfer with autologous vascular smooth muscle cells: a superior approach for delivery of therapeutics into the arterial wall?,"Min, W|Tellides, G",Yale Univ|Yale Univ,0,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,0022-2828,1095-8584
WOS:000221181400014,2004,"Regulation of monocyte chemoattractant protein-1 by the oxidized lipid, 13-hydroperoxyoctadecadienoic acid, in vascular smooth muscle cells via nuclear factor-kappa B (NF-kappa B)","Castanotto, D|Rossi, JJ|Natarajan, R|Sahar, S|Dwarakanath, RS|Reddy, MA",Beckman Res Inst|Beckman Res Inst,42,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,0022-2828,1095-8584
WOS:000221417100117,2004,"Direct activation of the epithelial Na+ channel by phosphatidylinositol 3,4,5-trisphosphate and phosphatidylinositol 3,4-bisphosphate produced by phosphoinositide 3-OH kinase","Stockand, JD|Shapiro, MS|Medina, JL|Gamper, N|Tong, QS",Univ Texas,76,JOURNAL OF BIOLOGICAL CHEMISTRY,0021-9258,1083-351X
WOS:000222367700013,2004,17-beta estradiol attenuates hypoxic induction of HIF-1 alpha and erythropoietin in Hep3B cells,"Resta, TC|Mukundan, H|Kanagy, NL",Univ New Mexico,28,JOURNAL OF CARDIOVASCULAR PHARMACOLOGY,0160-2446,1533-4023
WOS:000223446400023,2004,Chimeric SOD2/3 inhibits at the endothelial-neutrophil interface to limit vascular dysfunction in ischemia-reperfusion,"Bonder, CS|Hernandez-Saavedra, D|Knight, D|McCord, JM|Kubes, P",Univ Colorado|Univ Calgary,11,AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,0193-1857,1522-1547
WOS:000223504000002,2004,Integrating virtual screening in lead discovery,"Matter, H|Oprea, TI",Aventis Pharma Deutschland GmbH|Univ New Mexico,160,CURRENT OPINION IN CHEMICAL BIOLOGY,1367-5931,1879-0402
WOS:000223554900035,2004,Biological characterization of angiopoietin-3 and angiopoietin-4,"Kim, JH|Hwang, SJ|Cho, CH|Lee, HJ|Koh, GY|Lee, GM|Choi, HH|Kim, KT|Ahn, SY|Oh, JL",Korea Adv Inst Sci & Technol|Korea Adv Inst Sci & Technol,91,FASEB JOURNAL,0892-6638,1530-6860
WOS:000224196400007,2004,Immune cell toll-like receptor 4 is required for cardiac myocyte impairment during endotoxemia,"Long, EM|Tavener, SA|Robbins, SM|McRae, KM|Van Remmen, H|Kubes, P",Univ Texas|Univ Texas|Univ Calgary|Univ Calgary|Univ Calgary,88,CIRCULATION RESEARCH,0009-7330,1524-4571
WOS:000224266000001,2004,Accelerated atherosclerosis in inflammatory rheumatic diseases,"Haskard, DO",Univ London Imperial Coll Sci Technol & Med,36,SCANDINAVIAN JOURNAL OF RHEUMATOLOGY,0300-9742,1502-7732
WOS:000224291300009,2004,Gas6 inhibits apoptosis in vascular smooth muscle: role of Axl kinase and Akt,"Jin, ZG|Haendeler, J|Berk, BC|Yan, C|Tai, LK|Melaragno, MG|Cavet, ME",Univ Rochester,75,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,0022-2828,1095-8584
WOS:000224380700002,2004,C1q governs deposition of circulating immune complexes and leukocyte Fc gamma receptors mediate subsequent neutrophil recruitment,"Knight, S|Mayadas, TN|von Andrian, UH|Botto, M|Stavrakis, G|Xiao, L|O'Donnell, P|Stokol, T",Univ London Imperial Coll Sci Technol & Med|Harvard Univ|Harvard Univ|Brigham & Womens Hosp,38,JOURNAL OF EXPERIMENTAL MEDICINE,0022-1007,1540-9538
WOS:000225733000016,2005,ANG II type 2 receptor regulates smooth muscle growth and force generation in late fetal mouse development,"Xie, H|Sinha, S|Somlyo, AV|Owens, GK|Perlegas, D",Univ Virginia,16,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,0363-6135,1522-1539
WOS:000226339000007,2005,Cardiovascular molecular Imaging,"Dobrucki, LW|Sinusas, AJ",Yale Univ,21,SEMINARS IN NUCLEAR MEDICINE,0001-2998,1558-4623
WOS:000226341700072,2005,Macropinocytosis is the endocytic pathway that mediates macrophage foam cell formation with native low density lipoprotein,"Jones, NL|Malide, D|Zhang, WY|Chang, J|Ishii, I|Zhao, B|Huang, W|Kruth, HS|Combs, CA",NHLBI|Wake Forest Univ|NHLBI,147,JOURNAL OF BIOLOGICAL CHEMISTRY,0021-9258,1083-351X
WOS:000227621100001,2005,Relative importance of borderline and elevated levels of coronary heart disease risk factors,"D'Agostino, RB|Wilson, PWF|Vasan, RS|Kannel, WB|Levy, D|Sullivan, LM|Sundstrom, J|Sempos, CT",Boston Univ|NHLBI|SUNY Buffalo|Med Univ S Carolina|Framingham Heart Dis Epidemiol Study,112,ANNALS OF INTERNAL MEDICINE,0003-4819,1539-3704
WOS:000227806000004,2005,ACE gene titration in mice uncovers a new mechanism for ACE on the control of body weight,"Carreno, FR|Heimann, AS|Favarato, MH|Gozzo, FC|Rioli, V|Eberlin, MN|Ferro, ES|Krege, JH|Krieger, JE",Univ N Carolina|Univ Sao Paulo|Univ Estadual Campinas|Univ Sao Paulo|Univ Sao Paulo,21,PHYSIOLOGICAL GENOMICS,1094-8341,1531-2267
